instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,daily_rentals,year,month,hr,hourly_rentals
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,1,2.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,2,1.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,4,2.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,5,4.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,6,36.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,7,94.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,8,179.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,9,100.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,10,42.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,11,57.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,12,78.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,13,97.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,14,63.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,15,65.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,16,83.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,17,212.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,18,182.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,19,112.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,20,54.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,21,48.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,22,35.0
4,2011-01-04,Spring,0,1,0,2,Working Day,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,2011,1,23,11.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,0,6.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,1,6.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,2,2.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,4,2.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,5,3.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,6,33.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,7,88.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,8,195.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,9,115.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,10,57.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,11,46.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,12,79.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,13,71.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,14,62.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,15,62.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,16,89.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,17,190.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,18,169.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,19,132.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,20,89.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,21,43.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,22,42.0
5,2011-01-05,Spring,0,1,0,3,Working Day,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2011,1,23,19.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,0,11.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,1,4.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,2,2.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,4,1.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,5,4.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,6,36.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,7,95.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,8,219.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,9,122.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,10,45.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,11,59.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,12,84.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,13,67.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,14,70.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,15,62.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,16,86.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,17,172.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,18,163.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,19,112.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,20,69.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,21,48.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,22,52.0
6,2011-01-06,Spring,0,1,0,4,Working Day,Clear,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2011,1,23,23.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,0,17.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,1,7.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,2,1.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,4,1.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,5,5.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,6,34.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,7,84.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,8,210.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,9,134.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,10,63.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,11,67.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,12,59.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,13,73.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,14,50.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,15,72.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,16,87.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,17,187.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,18,123.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,19,95.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,20,51.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,21,39.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,22,36.0
7,2011-01-07,Spring,0,1,0,5,Working Day,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2011,1,23,15.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,0,25.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,1,16.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,2,16.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,3,7.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,4,1.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,5,5.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,6,2.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,7,9.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,8,15.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,9,20.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,10,61.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,11,62.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,12,98.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,13,102.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,14,95.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,15,74.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,16,76.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,17,69.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,18,55.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,19,30.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,20,28.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,21,37.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,22,34.0
8,2011-01-08,Spring,0,1,0,6,Weekend,Mist,0.165,0.162254,0.535833,0.266804,68,891,959,2011,1,23,22.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,0,25.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,1,12.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,2,11.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,3,4.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,4,1.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,5,1.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,6,1.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,7,6.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,8,10.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,9,19.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,10,49.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,11,49.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,12,83.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,13,75.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,14,72.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,15,82.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,16,92.0
9,2011-01-09,Spring,0,1,0,0,Weekend,Clear,0.138333,0.116175,0.434167,0.36195,54,768,822,2011,1,17,62.0
